"COLUMN_NAME","TYPE_NAME","COLUMN_SIZE","ORDINAL_POSITION","Denied"
"DefaultDoNotUpdateWtyEndDate","BIT",,,"False"
"NotAllowScheduleNoDetail","BIT",,,"False"
"NoSecondaryCalls","BIT",,,"False"
"NotAllowScheduling","BIT",,,"False"
"UpdateWRCredits","BIT",,,"False"
"UpdateWRSales","BIT",,,"False"
"ShowOriginalCostInDetail","BIT",,,"False"
"NotUpdateInvItemLocOnOrder","BIT",,,"False"
"EmailLinkSig","VARCHAR",,,"False"
"OverRideGLFromInventoryType","BIT",,,"False"
"DoNotOrderOnPO12","BIT",,,"False"
"PromptNoteOnExit","BIT",,,"False"
"InvPrintFormCostAnalysis","VARCHAR",,,"False"
"InvPrintFormDelivery","VARCHAR",,,"False"
"InvPrintFormInstallation","VARCHAR",,,"False"
"RequireDepartment","BIT",,,"False"
"RequestedDateRequired","BIT",,,"False"
"ShowQtybyLocPerTotal","BIT",,,"False"
"DefaultDepartmentFromTerminal","BIT",,,"False"
"MinDepositPercent","NUMERIC",,,"False"
"PrimaryDivision","VARCHAR",,,"False"
"CreditApproval","BIT",,,"False"
"NotAllowReserving","BIT",,,"False"
"InvPrintFormPickSlip","VARCHAR",,,"False"
"InvPrintFormPackingSlip","VARCHAR",,,"False"
"DivisionForVerification","VARCHAR",,,"False"
"AlwaysUseThisBranch","BIT",,,"False"
"PurchaseDateWarning","BIT",,,"False"
"UpdateMapZoneOnZipCodeChange","BIT",,,"False"
"SerialGM","VARCHAR",,,"False"
"ExcludeWarrantyAmtFromTotal","BIT",,,"False"
"ShowWarrantyYesNoInDetail","BIT",,,"False"
"ShowReplacementCostInDetail","BIT",,,"False"
"EmailFormat","VARCHAR",,,"False"
"NotShowPickupDate","BIT",,,"False"
"NotAutoUpdateJobStatus","BIT",,,"False"
"DoNotUpdateItemYTD","BIT",,,"False"
"LockEstimateOnCopy","BIT",,,"False"
"DeliveryCharge","BIT",,,"False"
"AccumulatePointsForCallUnits","BIT",,,"False"
"RequireShipVia","BIT",,,"False"
"CaptureSignatureOnExit","BIT",,,"False"
"DefaultLocationFromRoute","BIT",,,"False"
"RequireTripCharge","BIT",,,"False"
"LinkSig","VARCHAR",,,"False"
"OriginalCostCode","VARCHAR",,,"False"
"PromptModelsOnSplit","BIT",,,"False"
"FolderNameSig","VARCHAR",,,"False"
"SpiffNumber","VARCHAR",,,"False"
"VerifiedGM","VARCHAR",,,"False"
"RequireLinesVerified","BIT",,,"False"
"StandardCostCode","VARCHAR",,,"False"
"MinimumSellingPrice","VARCHAR",,,"False"
"ReplacementCostCode","VARCHAR",,,"False"
"LandedCostCode","VARCHAR",,,"False"
